Q11_9,[,"'Public transportation (bus, train, etc.)' :",],How do you rate your risk of getting influenza if you visited each of the following locations?
Q11_10,[,Family or friends :,],How do you rate your risk of getting influenza if you visited each of the following locations?
Q11_11,[,"Other, please specify ' ",],How do you rate your risk of getting influenza if you visited each of the following locations?
Q11_OtherText,,,,How do you rate your risk of getting influenza if you visited each of the following locations?
Q11_OtherText_Codes,[,Codes,],How do you rate your risk of getting influenza if you visited each of the following locations?
Q12_1,[,Avoid touching my eyes :,],Which of the following actions do you take to avoid getting sick? 
Q12_2,[,Avoid touching my nose :,],Which of the following actions do you take to avoid getting sick? 
Q12_3,[,Avoid touching my mouth :,],Which of the following actions do you take to avoid getting sick? 
Q12_4,[,Wash my hands with soap,],Which of the following actions do you take to avoid getting sick? 
Q12_5,[,Use hand sanitizers :,],Which of the following actions do you take to avoid getting sick? 
Q12_6,[,Clean the surfaces in my home  :,],Which of the following actions do you take to avoid getting sick? 
Q12_7,[,Clean the surfaces at work :,],Which of the following actions do you take to avoid getting sick? 
Q12_8,[,Eat nutritious food :,],Which of the following actions do you take to avoid getting sick? 
Q12_9,[,Get adequate rest :,],Which of the following actions do you take to avoid getting sick? 
Q12_10,[,Get recommended vaccine :,],Which of the following actions do you take to avoid getting sick? 
Q12_11,[,Take preventive medicine :,],Which of the following actions do you take to avoid getting sick? 
Q12_12,[,Cover my nose and mouth with a surgical mask :,],Which of the following actions do you take to avoid getting sick? 
Q12_13,[,Avoid contact with people who are sick :,],Which of the following actions do you take to avoid getting sick? 
Q12_14,[,Avoid crowded places :,],Which of the following actions do you take to avoid getting sick? 
Q12_15,[,"Other, please specify' ",],Which of the following actions do you take to avoid getting sick? 
Q12_OtherText,,,,Which of the following actions do you take to avoid getting sick? 
Q12_OtherText_Codes,[,Codes,],Which of the following actions do you take to avoid getting sick? 
Q13,,Do you get an influenza vaccine?,,Do you get an influenza vaccine?
Q14,,,,How much do you pay to get an influenza vaccine?
Q15,,,,Are you more likely to get a vaccine if others around you get a vaccine?
Q16,,,,Are you more likely to get a vaccine if others around you do not get a vaccine?
Q17,,,,"Do you get a vaccine to protect yourself, protect others, or protect yourself <b>and</b> others?"
Q18_1,[,The vaccine costs too much,],What are the reasons you would not get an influenza vaccine?  
Q18_2,[,The vaccine is not very effective in preventing influenza,],What are the reasons you would not get an influenza vaccine?  
Q18_3,[,I am not likely to get influenza,],What are the reasons you would not get an influenza vaccine?  
Q18_4,[,Do not know where to get vaccine,],What are the reasons you would not get an influenza vaccine?  
Q18_5,[,The side effect of the vaccine are too risky,],What are the reasons you would not get an influenza vaccine?  
Q18_6,[,I am allergic to some of the ingredients in the vaccine,],What are the reasons you would not get an influenza vaccine?  
Q18_7,[,I do not like shots,],What are the reasons you would not get an influenza vaccine?  
Q18_8,[,I just don’t get around to doing it,],What are the reasons you would not get an influenza vaccine?  
Q18_9,[,I have to travel too far to get vaccine,],What are the reasons you would not get an influenza vaccine?  
Q18_10,[,"Other, please specify",],What are the reasons you would not get an influenza vaccine?  
Q18_11,[,Refused,],What are the reasons you would not get an influenza vaccine?  
Q18_otherText,,,,What are the reasons you would not get an influenza vaccine?  
Q19,,,,Do you have health insurance?
Q20,,,,How effective do you think the influenza vaccine is in protecting people from becoming sick with influenza?
Q21,,,,Are influenza vaccines covered by your health insurance?
Q22_1,[,Go to a doctor’s office or medical clinic :,],Do you do any of the following when you have influenza symptoms?
Q22_2,[,Decide on treatment without consulting a health practitioner :,],Do you do any of the following when you have influenza symptoms?
Q22_3,[,Search the internet for a treatment :,],Do you do any of the following when you have influenza symptoms?
Q22_4,[,Get adequate sleep :,],Do you do any of the following when you have influenza symptoms?
Q22_5,[,Eat nutritious food :,],Do you do any of the following when you have influenza symptoms?
Q22_6,[,Take-over-counter medication for symptoms :,],Do you do any of the following when you have influenza symptoms?
Q22_7,[,Take an antiviral medicine :,],Do you do any of the following when you have influenza symptoms?
Q22_8,[,Take no action to treat the illness :,],Do you do any of the following when you have influenza symptoms?
Q22_9,[,"Other, please specify ' ",],Do you do any of the following when you have influenza symptoms?
Q22_OtherText,,,,Do you do any of the following when you have influenza symptoms?
Q22_OtherText_Codes,[,Codes,],Do you do any of the following when you have influenza symptoms?
Q23_1,[,Stand away from people :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_2,[,Avoid public places :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_3,[,Avoid public transportation :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_4,[,Stay at home :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_5,[,Wash my hands with soap more often :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_6,[,Use hand sanitizers :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_7,[,Clean the surfaces in my home :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_8,[,Clean the surfaces I use at work :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_9,[,Cover my nose and mouth with a surgical mask :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_10,[,Cover my nose and mouth when I sneeze or cough :,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_11,[,"Other, please specify ' ",],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_OtherText,,,,Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
Q23_OtherText_Codes,[,Codes,],Which of the following actions do you take when you have influenza symptoms to avoid someone else from getting sick?
RI_Grid,,,,RI_Grid
Q24_1,[,Print media such as newspapers and magazines,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_2,[,Traditional media such as television and radio,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_3,[,Social media such as internet and blogs,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_4,[,Word of mouth,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_5,[,None,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_6,[,"Other, please specify",],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_7,[,Refused,],What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q24_otherText,,,,What sources of information do you recall hearing or seeing about influenza outbreaks? 
Q25_1,[,Stand away from people :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_2,[,Avoid public places :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_3,[,Avoid public transportation :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_4,[,Stay at home :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_5,[,Wash my hands with soap more often :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_6,[,Use hand sanitizers :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_7,[,Clean the surfaces in my home :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_8,[,Clean the surfaces I use at work :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_9,[,Cover my nose and mouth with a surgical mask :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_10,[,Cover my nose and mouth when I sneeze or cough :,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_11,[,"Other, please specify' ",],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_OtherText,,,,"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q25_OtherText_Codes,[,Codes,],"If you received information from the news, internet or other public media that there was an influenza outbreak in your community would you do any of the following?"
Q26,,,,Does your household have children?
Q27_1,[,Keep the child away from the others in the residence :,],What actions do you take when a child in your household has influenza symptoms?
Q27_2,[,Keep the child out of school/daycare :,],What actions do you take when a child in your household has influenza symptoms?
Q27_3,[,Stop child’s social activities like play dates :,],What actions do you take when a child in your household has influenza symptoms?
Q27_4,[,"Other, please specify ' ",],What actions do you take when a child in your household has influenza symptoms?
Q27_OtherText,,,,What actions do you take when a child in your household has influenza symptoms?
Q27_OtherText_Codes,[,Codes,],What actions do you take when a child in your household has influenza symptoms?
Q28,,,,Are you a single parent?
Q29_1,[,A parent brings the child to work :,],How do you care for a sick child?
Q29_2,[,A parent stays home :,],How do you care for a sick child?
Q29_3,[,Another adult stays home :,],How do you care for a sick child?
Q29_4,[,Send the child to school sick :,],How do you care for a sick child?
Q29_5,[,Take the child to a relative or friends :,],How do you care for a sick child?
Q29_6,[,"Other, please specify' ",],How do you care for a sick child?
Q29_OtherText,,,,How do you care for a sick child?
Q29_OtherText_Codes,[,Codes,],How do you care for a sick child?
Q30_1,[,I bring the child to work :,],How do you care for a sick child?
Q30_2,[,I stay home :,],How do you care for a sick child?
Q30_3,[,Another adult stays home :,],How do you care for a sick child?
Q30_4,[,Send the child to school sick :,],How do you care for a sick child?
Q30_5,[,Take the child to a relative or friends :,],How do you care for a sick child?
Q30_6,[,"Other, please specify' :",],How do you care for a sick child?
Q30_OtherText,,,,How do you care for a sick child?
Q30_OtherText_Codes,[,Codes,],How do you care for a sick child?
Q31,,,,"How many hours of “screen time” (time spent watching television, a computer, smartphone, iPad, etc.) do you spend each day on average when you are not sick? Enter 0 if none"
Q31_Codes,[,Codes,],"How many hours of “screen time” (time spent watching television, a computer, smartphone, iPad, etc.) do you spend each day on average when you are not sick? Enter 0 if none"
Q32,,,,How many hours of “screen time” do you spend each day on average when you are sick? Enter 0 if none
Q32_Codes,[,Codes,],How many hours of “screen time” do you spend each day on average when you are sick? Enter 0 if none
Q33,,,,"How many people, including yourself, reside in your household?"
Q33_Codes,[,Codes,],"How many people, including yourself, reside in your household?"
PRG_Q34_01,,,,HH Member 1
PRG_Q34_02,,,,HH Member 2
PRG_Q34_03,,,,HH Member 3
PRG_Q34_04,,,,HH Member 4
PRG_Q34_05,,,,HH Member 5
PRG_Q34_06,,,,HH Member 6
PRG_Q34_07,,,,HH Member 7
PRG_Q34_08,,,,HH Member 8
PRG_Q34_09,,,,HH Member 9
PRG_Q34_10,,,,HH Member 10
PRG_Q34_11,,,,HH Member 11
PRG_Q34_12,,,,HH Member 12
PRG_Q34_13,,,,HH Member 13
PRG_Q34_14,,,,HH Member 14
PRG_Q34_15,,,,HH Member 15
PRG_Q34_16,,,,HH Member 16
PRG_Q34_17,,,,HH Member 17
PRG_Q34_18,,,,HH Member 18
PRG_Q34_19,,,,HH Member 19
PRG_Q34_20,,,,HH Member 20
PRG_Q34_21,,,,HH Member 21
PRG_Q34_22,,,,HH Member 22
PRG_Q34_23,,,,HH Member 23
PRG_Q34_24,,,,HH Member 24
PRG_Q34_25,,,,HH Member 5
PRG_Q34_26,,,,HH Member 26
PRG_Q34_27,,,,HH Member 27
PRG_Q34_28,,,,HH Member 28
PRG_Q34_29,,,,HH Member 29
Q34_HHM1_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM2_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM3_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM4_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM5_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM6_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM7_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM8_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM9_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM10_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM11_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM12_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM13_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM14_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM15_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM16_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM17_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM18_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM19_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM20_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM21_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM22_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM23_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM24_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM25_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM26_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM27_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM28_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM29_name,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM1_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM2_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM3_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM4_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM5_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM6_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM7_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM8_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM9_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM10_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM11_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM12_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM13_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM14_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM15_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM16_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM17_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM18_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM19_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM20_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM21_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM22_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM23_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM24_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM25_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM26_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM27_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM28_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM29_name_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM1_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM2_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM3_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM4_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM5_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM6_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM7_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM8_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM9_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM10_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM11_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM12_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM13_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM14_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM15_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM16_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM17_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM18_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM19_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM20_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM21_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM22_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM23_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM24_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM25_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM26_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM27_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM28_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM29_Age,,,,"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM1_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM2_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM3_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM4_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM5_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM6_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM7_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM8_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM9_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM10_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM11_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM12_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM13_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM14_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM15_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM16_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM17_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM18_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM19_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM20_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM21_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM22_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM23_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM24_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM25_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM26_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM27_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM28_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_HHM29_Age_Codes,[,Codes,],"Now, please enter the first name or initial and age for each member of your household.  Please do not include yourself."
Q34_Grid_1_VALID_ENTRY1,,,,Name
Q34_Grid_1_VALID_ENTRY2,,,,Age
Q34_Grid_1_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_2_VALID_ENTRY1,,,,Name
Q34_Grid_2_VALID_ENTRY2,,,,Age
Q34_Grid_2_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_3_VALID_ENTRY1,,,,Name
Q34_Grid_3_VALID_ENTRY2,,,,Age
Q34_Grid_3_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_4_VALID_ENTRY1,,,,Name
Q34_Grid_4_VALID_ENTRY2,,,,Age
Q34_Grid_4_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_5_VALID_ENTRY1,,,,Name
Q34_Grid_5_VALID_ENTRY2,,,,Age
Q34_Grid_5_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_6_VALID_ENTRY1,,,,Name
Q34_Grid_6_VALID_ENTRY2,,,,Age
Q34_Grid_6_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_7_VALID_ENTRY1,,,,Name
Q34_Grid_7_VALID_ENTRY2,,,,Age
Q34_Grid_7_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_8_VALID_ENTRY1,,,,Name
Q34_Grid_8_VALID_ENTRY2,,,,Age
Q34_Grid_8_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_9_VALID_ENTRY1,,,,Name
Q34_Grid_9_VALID_ENTRY2,,,,Age
Q34_Grid_9_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_10_VALID_ENTRY1,,,,Name
Q34_Grid_10_VALID_ENTRY2,,,,Age
Q34_Grid_10_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_11_VALID_ENTRY1,,,,Name
Q34_Grid_11_VALID_ENTRY2,,,,Age
Q34_Grid_11_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_12_VALID_ENTRY1,,,,Name
Q34_Grid_12_VALID_ENTRY2,,,,Age
Q34_Grid_12_VALID_ENTRY3,,,,Not a valid entry
Q34_Grid_13_VALID_ENTRY1,,,,Name
Q34_Grid_13_VALID_ENTRY2,,,,Age
